latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
31.00491,10.06089,296.55,0.42,0.45,2021-10-13,0040,SNPP,SNPP,n,2,283.89,0.69,N,2
31.40697,9.85193,301.45,0.44,0.46,2021-10-13,0040,SNPP,SNPP,n,2,285.13,0.58,N,0
32.28843,10.9731,299.92,0.39,0.44,2021-10-13,0040,SNPP,SNPP,n,2,286.26,0.53,N,2
31.64825,9.17094,316.15,0.48,0.48,2021-10-13,0040,SNPP,SNPP,n,2,287.04,1.94,N,0
32.28807,10.97474,299.05,0.39,0.44,2021-10-13,0040,SNPP,SNPP,n,2,286.12,0.43,N,2
34.43269,8.72515,296.87,0.51,0.66,2021-10-14,0020,SNPP,SNPP,n,2,285.14,0.25,N,0
31.6509,9.17244,298.95,0.46,0.63,2021-10-14,0021,SNPP,SNPP,n,2,285.01,0.79,N,0
33.53149,9.68197,298.16,0.44,0.63,2021-10-14,0021,SNPP,SNPP,n,2,283.77,0.6,N,0
31.64783,9.17237,298.85,0.46,0.63,2021-10-14,0021,SNPP,SNPP,n,2,285.19,1.17,N,0
31.70307,9.24217,301.02,0.45,0.63,2021-10-14,0021,SNPP,SNPP,n,2,285.05,0.82,N,2
31.40312,9.85488,298.68,0.41,0.61,2021-10-14,0021,SNPP,SNPP,n,2,283.69,0.77,N,2
31.40342,9.85037,299.45,0.41,0.61,2021-10-14,0021,SNPP,SNPP,n,2,284.57,0.91,N,2
33.53043,9.68767,303.23,0.47,0.64,2021-10-14,0201,SNPP,SNPP,n,2,282.92,0.6,N,0
34.43268,8.72392,295.39,0.4,0.6,2021-10-14,0201,SNPP,SNPP,n,2,277.75,0.45,N,0
31.64661,9.17176,303.51,0.49,0.65,2021-10-14,0202,SNPP,SNPP,n,2,277.87,0.99,N,0
31.74756,9.14397,337.97,0.42,0.61,2021-10-14,1139,SNPP,SNPP,n,2,299.43,1.97,D,0
31.64989,9.17239,336.26,0.42,0.61,2021-10-14,1139,SNPP,SNPP,n,2,299.82,1.61,D,0
31.74572,9.14873,338.94,0.42,0.61,2021-10-14,1139,SNPP,SNPP,n,2,300.14,2.58,D,0
35.80334,9.28916,339,0.58,0.7,2021-10-14,1321,SNPP,SNPP,n,2,287.69,6.59,D,0
35.80495,9.29178,355.62,0.58,0.7,2021-10-14,1321,SNPP,SNPP,n,2,288.84,10.23,D,0
33.479,11.10574,302.9,0.68,0.74,2021-10-15,0002,SNPP,SNPP,n,2,283.78,1.11,N,2
33.47721,11.10239,295.32,0.68,0.74,2021-10-15,0002,SNPP,SNPP,n,2,283.59,0.53,N,0
31.40871,9.84893,296.1,0.78,0.78,2021-10-15,0002,SNPP,SNPP,n,2,281.17,1.04,N,0
33.48177,11.10874,301.83,0.62,0.54,2021-10-15,0142,SNPP,SNPP,n,2,286.43,1.61,N,2
36.50029,10.02815,298.58,0.46,0.47,2021-10-15,0142,SNPP,SNPP,n,2,281.99,0.48,N,2
33.52924,9.68516,307.09,0.52,0.5,2021-10-15,0142,SNPP,SNPP,n,2,281.47,1.4,N,0
32.28838,10.97577,296.05,0.32,0.55,2021-10-15,0143,SNPP,SNPP,n,2,281.47,0.31,N,2
31.00352,10.06121,296.14,0.62,0.54,2021-10-15,0143,SNPP,SNPP,n,2,282.24,0.96,N,2
31.40373,9.85515,311.76,0.59,0.53,2021-10-15,0143,SNPP,SNPP,n,2,282.61,1.49,N,2
31.64671,9.17203,307.67,0.53,0.5,2021-10-15,0143,SNPP,SNPP,n,2,283.52,1.18,N,0
31.70359,9.24285,297.96,0.53,0.5,2021-10-15,0143,SNPP,SNPP,n,2,283.26,0.48,N,2
31.64899,9.17045,310.44,0.53,0.5,2021-10-15,0143,SNPP,SNPP,n,2,284.25,1.27,N,0
31.64914,9.16972,338.71,0.56,0.52,2021-10-15,1301,SNPP,SNPP,n,2,302.17,1.74,D,0
36.90004,9.15877,329.08,0.32,0.54,2021-10-15,1302,SNPP,SNPP,n,2,292.72,1.31,D,0
36.59117,10.31951,300.46,0.44,0.38,2021-10-16,0123,SNPP,SNPP,n,2,284.12,0.87,N,2
31.40252,9.85821,301.33,0.49,0.41,2021-10-16,0124,SNPP,SNPP,n,2,279.42,1.05,N,0
31.39875,10.02024,296.01,0.5,0.41,2021-10-16,0124,SNPP,SNPP,n,2,279.04,0.29,N,2
33.48145,11.10939,302.64,0.52,0.42,2021-10-16,0124,SNPP,SNPP,n,2,286.93,1.41,N,2
33.4793,11.10764,301.71,0.52,0.42,2021-10-16,0124,SNPP,SNPP,n,2,286.6,0.81,N,2
31.70334,9.24314,297.57,0.46,0.39,2021-10-16,0124,SNPP,SNPP,n,2,281.47,0.86,N,2
31.64821,9.17166,317.98,0.46,0.39,2021-10-16,0124,SNPP,SNPP,n,2,283.66,1.9,N,0
31.39832,10.02251,295.78,0.5,0.41,2021-10-16,0124,SNPP,SNPP,n,2,279.74,0.48,N,2
36.82774,9.51941,338.71,0.56,0.43,2021-10-16,1243,SNPP,SNPP,n,2,300.48,5.49,D,0
35.77538,9.89093,301.03,0.4,0.37,2021-10-17,0104,SNPP,SNPP,n,2,287.49,0.75,N,2
36.59006,10.31666,303.37,0.39,0.37,2021-10-17,0104,SNPP,SNPP,n,2,285.05,0.64,N,2
36.77745,10.201,298.18,0.4,0.37,2021-10-17,0104,SNPP,SNPP,n,2,287.25,0.47,N,2
34.96781,10.88351,298.05,0.38,0.36,2021-10-17,0104,SNPP,SNPP,n,2,283.16,0.54,N,0
31.7052,9.24255,300.73,0.39,0.36,2021-10-17,0105,SNPP,SNPP,n,2,279.79,0.52,N,2
31.64711,9.17146,319.43,0.39,0.36,2021-10-17,0105,SNPP,SNPP,n,2,279.22,1.67,N,0
31.40195,9.85695,301.04,0.38,0.36,2021-10-17,0106,SNPP,SNPP,n,2,281.17,0.53,N,0
31.00355,10.06198,300.84,0.38,0.36,2021-10-17,0106,SNPP,SNPP,n,2,279.2,0.69,N,2
31.64826,9.17082,338.53,0.39,0.36,2021-10-17,1223,SNPP,SNPP,n,2,305.86,1.53,D,0
37.00423,10.12076,333.34,0.4,0.37,2021-10-17,1225,SNPP,SNPP,n,2,298.91,2.03,D,0
36.75128,9.59184,336.11,0.39,0.36,2021-10-17,1225,SNPP,SNPP,n,2,304.56,3.19,D,0
36.89633,9.40493,334.04,0.39,0.36,2021-10-17,1225,SNPP,SNPP,n,2,300.55,1.18,D,0
36.77599,10.20186,299.62,0.4,0.44,2021-10-18,0045,SNPP,SNPP,n,2,286.52,0.62,N,2
35.77407,9.89182,299,0.4,0.44,2021-10-18,0045,SNPP,SNPP,n,2,286.38,0.46,N,2
37.25495,9.8819,299.82,0.42,0.45,2021-10-18,0045,SNPP,SNPP,n,2,285.56,0.51,N,0
36.43824,9.27839,336.64,0.47,0.4,2021-10-18,1206,SNPP,SNPP,n,2,301.42,3.64,D,0
35.77353,9.88989,301.6,0.37,0.58,2021-10-19,0027,SNPP,SNPP,n,2,286.25,0.67,N,2
33.52849,9.68301,312.31,0.36,0.57,2021-10-19,0027,SNPP,SNPP,n,2,285.44,0.98,N,0
33.53176,9.68187,299.05,0.36,0.57,2021-10-19,0027,SNPP,SNPP,n,2,285.08,0.33,N,0
31.65031,9.17037,306.52,0.37,0.58,2021-10-19,0028,SNPP,SNPP,n,2,285.55,0.99,N,0
31.39899,10.02197,295.23,0.32,0.55,2021-10-19,0028,SNPP,SNPP,n,2,284.22,0.2,N,2
31.40784,9.85154,295.36,0.33,0.55,2021-10-19,0028,SNPP,SNPP,n,2,284.99,0.68,N,0
31.70223,9.24535,297.29,0.61,0.71,2021-10-19,0208,SNPP,SNPP,n,2,283.68,0.93,N,2
37.25645,9.8799,299.44,0.68,0.74,2021-10-20,0007,SNPP,SNPP,n,2,284.82,0.93,N,0
35.6269,10.83522,300.34,0.59,0.7,2021-10-20,0008,SNPP,SNPP,n,2,283.71,0.89,N,0
35.62495,10.83437,301.08,0.59,0.7,2021-10-20,0008,SNPP,SNPP,n,2,284.08,0.33,N,0
33.52948,9.68246,296.5,0.67,0.73,2021-10-20,0008,SNPP,SNPP,n,2,284,0.66,N,0
33.52858,9.68313,297.49,0.67,0.74,2021-10-20,0008,SNPP,SNPP,n,2,283.79,0.69,N,0
31.70525,9.2449,310.67,0.69,0.74,2021-10-20,0009,SNPP,SNPP,n,2,283.51,1.93,N,2
31.40722,9.85429,296.84,0.63,0.72,2021-10-20,0009,SNPP,SNPP,n,2,283.71,0.99,N,2
31.40581,9.84983,296.09,0.63,0.72,2021-10-20,0009,SNPP,SNPP,n,2,283.52,0.74,N,2
31.70552,9.23739,299.79,0.69,0.74,2021-10-20,0009,SNPP,SNPP,n,2,283.75,1.93,N,0
36.50257,10.03004,295.51,0.56,0.52,2021-10-20,0148,SNPP,SNPP,n,2,283.51,0.56,N,2
31.64596,9.1704,297.8,0.33,0.55,2021-10-20,0149,SNPP,SNPP,n,2,284.73,0.35,N,0
33.5324,9.68434,296.66,0.63,0.54,2021-10-20,0149,SNPP,SNPP,n,2,284.73,1.33,N,0
31.70311,9.24425,355.55,0.33,0.55,2021-10-20,0149,SNPP,SNPP,n,2,285.88,4.29,N,2
33.87417,9.99191,298.49,0.32,0.55,2021-10-20,0149,SNPP,SNPP,n,2,286.73,0.39,N,2
33.87339,9.99117,297.95,0.32,0.55,2021-10-20,0149,SNPP,SNPP,n,2,286.78,0.42,N,2
31.70394,9.24079,296.1,0.33,0.55,2021-10-20,0149,SNPP,SNPP,n,2,284.5,3.57,N,2
31.65091,9.17208,303.58,0.33,0.55,2021-10-20,0149,SNPP,SNPP,n,2,284.89,0.6,N,0
31.40614,9.85223,301.77,0.36,0.58,2021-10-20,0149,SNPP,SNPP,n,2,284.19,0.7,N,2
31.64735,9.17124,307.95,0.33,0.55,2021-10-20,0149,SNPP,SNPP,n,2,285.36,0.84,N,0
36.4952,9.18415,332.66,0.47,0.64,2021-10-20,1128,SNPP,SNPP,n,2,294.64,2.1,D,0
36.49215,9.18455,333.26,0.47,0.64,2021-10-20,1128,SNPP,SNPP,n,2,295.26,3.01,D,0
36.8868,9.19345,331.03,0.46,0.64,2021-10-20,1128,SNPP,SNPP,n,2,295.66,2.09,D,0
36.50201,10.02501,300.72,0.49,0.41,2021-10-21,0129,SNPP,SNPP,n,2,288.17,0.49,N,2
33.53069,9.68428,307.5,0.53,0.42,2021-10-21,0130,SNPP,SNPP,n,2,286.91,1.03,N,0
31.70524,9.24473,298.37,0.54,0.42,2021-10-21,0131,SNPP,SNPP,n,2,287.52,0.81,N,2
31.40578,9.85396,303.85,0.39,0.44,2021-10-21,0131,SNPP,SNPP,n,2,285.66,0.54,N,2
31.00306,10.06305,296.51,0.41,0.45,2021-10-21,0131,SNPP,SNPP,n,2,285.46,0.64,N,2
36.4203,9.11289,341.36,0.42,0.45,2021-10-21,1250,SNPP,SNPP,n,2,303.72,10.01,D,0
36.83567,8.999,350.73,0.42,0.45,2021-10-21,1250,SNPP,SNPP,n,2,304.05,19.74,D,0
36.83555,8.99758,343.98,0.42,0.45,2021-10-21,1250,SNPP,SNPP,n,2,306.3,12.91,D,0
36.81702,9.53214,343.02,0.45,0.47,2021-10-21,1250,SNPP,SNPP,n,2,303.71,10.04,D,0
36.70985,9.43168,339.46,0.44,0.46,2021-10-21,1250,SNPP,SNPP,n,2,306.23,3.85,D,0
36.63696,8.75173,337.9,0.41,0.45,2021-10-21,1250,SNPP,SNPP,n,2,305.36,2.11,D,0
36.33715,9.13414,342.28,0.42,0.45,2021-10-21,1250,SNPP,SNPP,n,2,302.82,3.51,D,0
36.42017,9.11417,355.91,0.42,0.45,2021-10-21,1250,SNPP,SNPP,n,2,303.37,9.07,D,0
36.58975,10.31828,307.5,0.38,0.36,2021-10-22,0110,SNPP,SNPP,n,2,290.02,0.95,N,2
35.77462,9.88919,301.96,0.38,0.36,2021-10-22,0111,SNPP,SNPP,n,2,289.66,0.87,N,2
35.85035,8.59272,308.09,0.39,0.36,2021-10-22,0111,SNPP,SNPP,n,2,283.53,1.14,N,2
33.87395,9.99037,305.12,0.39,0.36,2021-10-22,0111,SNPP,SNPP,n,2,288.71,0.98,N,2
33.52923,9.68389,314.14,0.39,0.36,2021-10-22,0111,SNPP,SNPP,n,2,287.71,1.08,N,0
31.40512,9.85548,301.51,0.39,0.36,2021-10-22,0112,SNPP,SNPP,n,2,283.38,0.37,N,2
31.39913,10.02307,300.57,0.4,0.37,2021-10-22,0112,SNPP,SNPP,n,2,286.1,0.45,N,2
31.64915,9.17103,315.78,0.39,0.36,2021-10-22,0112,SNPP,SNPP,n,2,288.69,1.42,N,0
32.2895,10.97597,296.6,0.41,0.37,2021-10-22,0112,SNPP,SNPP,n,2,285.91,0.46,N,2
31.64742,9.17368,336.78,0.39,0.36,2021-10-22,1230,SNPP,SNPP,n,2,306.26,2,D,0
37.0568,9.93295,331.86,0.43,0.38,2021-10-22,1231,SNPP,SNPP,n,2,299.8,1.52,D,0
37.04115,9.75288,335.69,0.43,0.38,2021-10-22,1231,SNPP,SNPP,n,2,305.23,3.93,D,0
35.77538,9.8909,299.22,0.5,0.41,2021-10-23,0052,SNPP,SNPP,n,2,286.69,0.89,N,2
31.65005,9.16994,306.52,0.49,0.4,2021-10-23,0053,SNPP,SNPP,n,2,290.12,1.32,N,0
31.70289,9.24481,303.46,0.49,0.4,2021-10-23,0053,SNPP,SNPP,n,2,289.23,1.4,N,2
31.00285,10.05964,313.23,0.44,0.39,2021-10-23,0053,SNPP,SNPP,n,2,289.54,1.02,N,2
36.47229,9.3174,343.67,0.41,0.37,2021-10-23,1212,SNPP,SNPP,n,2,301.67,15.36,D,0
36.65982,9.44671,335.48,0.41,0.37,2021-10-23,1212,SNPP,SNPP,n,2,295.57,3,D,0
36.4589,9.30169,333.61,0.41,0.37,2021-10-23,1212,SNPP,SNPP,n,2,301.96,2.98,D,0
36.4689,9.31835,341.48,0.41,0.37,2021-10-23,1212,SNPP,SNPP,n,2,304.73,15.36,D,0
31.70225,9.24281,300.93,0.59,0.53,2021-10-24,0034,SNPP,SNPP,n,2,288.29,1.37,N,2
31.64702,9.17249,303.49,0.59,0.53,2021-10-24,0034,SNPP,SNPP,n,2,289.1,1.22,N,0
31.00463,10.06239,298.01,0.52,0.5,2021-10-24,0034,SNPP,SNPP,n,2,286.42,0.51,N,2
31.70502,9.2434,302.95,0.59,0.53,2021-10-24,0034,SNPP,SNPP,n,2,288.79,1.37,N,2
31.70412,9.24513,298.69,0.74,0.76,2021-10-24,0214,SNPP,SNPP,n,2,284.94,0.59,N,2
31.70255,9.24235,297.28,0.74,0.76,2021-10-24,0214,SNPP,SNPP,n,2,284.47,1.1,N,2
31.39868,10.02375,342.83,0.51,0.49,2021-10-24,1152,SNPP,SNPP,n,2,301.51,2.68,D,2
33.53179,9.68514,301.33,0.54,0.68,2021-10-25,0015,SNPP,SNPP,n,2,283.51,0.79,N,0
33.87373,9.99144,295.81,0.4,0.6,2021-10-25,0155,SNPP,SNPP,n,2,285.13,0.86,N,2
31.64755,9.17123,309.33,0.4,0.6,2021-10-25,0156,SNPP,SNPP,n,2,285.81,1.03,N,0
31.70502,9.24599,295.13,0.41,0.6,2021-10-25,0156,SNPP,SNPP,n,2,284.5,0.77,N,2
33.87349,9.99319,297.33,0.44,0.46,2021-10-26,0136,SNPP,SNPP,n,2,286.06,0.79,N,2
33.52957,9.68533,309.24,0.43,0.46,2021-10-26,0136,SNPP,SNPP,n,2,284.94,0.73,N,0
33.53004,9.68278,301.71,0.43,0.46,2021-10-26,0136,SNPP,SNPP,n,2,285.11,0.84,N,0
36.15853,10.28546,297.78,0.41,0.45,2021-10-26,0136,SNPP,SNPP,n,2,285.48,0.72,N,2
36.15775,10.28276,296.13,0.41,0.45,2021-10-26,0136,SNPP,SNPP,n,2,285.3,0.53,N,2
31.64853,9.16893,300.9,0.44,0.46,2021-10-26,0137,SNPP,SNPP,n,2,284.8,1.37,N,0
31.00316,10.06352,303.48,0.5,0.49,2021-10-26,0137,SNPP,SNPP,n,2,283.75,1.17,N,2
31.64758,9.17347,310.77,0.44,0.46,2021-10-26,0137,SNPP,SNPP,n,2,284.91,1.24,N,0
31.7022,9.2447,315.25,0.44,0.46,2021-10-26,0137,SNPP,SNPP,n,2,285,1.21,N,2
34.91584,10.35604,295.59,0.41,0.37,2021-10-27,0117,SNPP,SNPP,n,2,283.8,0.6,N,0
31.64962,9.17142,336.6,0.42,0.37,2021-10-27,1236,SNPP,SNPP,n,2,302.43,2.67,D,0
35.77596,9.8891,300.39,0.44,0.38,2021-10-28,0058,SNPP,SNPP,n,2,286.12,0.97,N,2
36.15893,10.28329,299.15,0.43,0.38,2021-10-28,0058,SNPP,SNPP,n,2,279.22,0.49,N,2
32.29015,10.9763,297.16,0.39,0.36,2021-10-28,0059,SNPP,SNPP,n,2,284.3,0.22,N,2
33.36436,8.54916,309.48,0.46,0.39,2021-10-28,0059,SNPP,SNPP,n,2,284.89,1.34,N,0
31.65059,9.16954,303.83,0.42,0.38,2021-10-28,0059,SNPP,SNPP,n,2,286.27,0.98,N,0
31.64711,9.16891,302.1,0.42,0.38,2021-10-28,0059,SNPP,SNPP,n,2,285.82,0.98,N,0
31.70452,9.24384,308.92,0.42,0.38,2021-10-28,0059,SNPP,SNPP,n,2,285.86,1.02,N,2
31.00396,10.06339,307.74,0.4,0.37,2021-10-28,0100,SNPP,SNPP,n,2,284.75,0.55,N,2
31.64761,9.17319,335.7,0.42,0.37,2021-10-28,1217,SNPP,SNPP,n,2,299.55,1.51,D,0
36.1578,10.2823,300.85,0.47,0.47,2021-10-29,0039,SNPP,SNPP,n,2,286.3,0.82,N,2
36.50155,10.02546,297.14,0.48,0.48,2021-10-29,0039,SNPP,SNPP,n,2,283.99,0.56,N,2
35.85146,8.59088,296.6,0.57,0.52,2021-10-29,0039,SNPP,SNPP,n,2,282.07,0.98,N,2
36.77734,10.19982,298.69,0.48,0.48,2021-10-29,0039,SNPP,SNPP,n,2,286.03,0.62,N,2
36.15871,10.28141,295.71,0.47,0.47,2021-10-29,0039,SNPP,SNPP,n,2,285.41,1.24,N,2
33.36732,8.54687,303.71,0.54,0.51,2021-10-29,0040,SNPP,SNPP,n,2,283.08,0.86,N,0
31.70666,9.24423,297.95,0.47,0.48,2021-10-29,0041,SNPP,SNPP,n,2,284.44,0.8,N,2
31.70223,9.2436,297.8,0.47,0.48,2021-10-29,0041,SNPP,SNPP,n,2,283.58,0.51,N,2
31.00601,10.06038,297.91,0.42,0.45,2021-10-29,0041,SNPP,SNPP,n,2,283.08,0.87,N,2
31.64751,9.1729,309.54,0.48,0.48,2021-10-29,0041,SNPP,SNPP,n,2,284.62,0.92,N,0
31.64978,9.17216,335.63,0.45,0.47,2021-10-29,1158,SNPP,SNPP,n,2,299.99,2.3,D,0
36.16015,10.28538,297.04,0.43,0.62,2021-10-30,0020,SNPP,SNPP,n,2,285,0.64,N,2
31.64743,9.16844,304.88,0.45,0.63,2021-10-30,0022,SNPP,SNPP,n,2,284.71,1.16,N,0
36.59027,10.31911,299.48,0.43,0.62,2021-10-30,0201,SNPP,SNPP,n,2,282.5,0.78,N,2
33.36686,8.54797,296.34,0.41,0.61,2021-10-30,0202,SNPP,SNPP,n,2,282.54,0.34,N,0
31.6478,9.17438,299.82,0.49,0.65,2021-10-30,0202,SNPP,SNPP,n,2,283.95,0.92,N,0
31.40371,9.85209,321.78,0.55,0.68,2021-10-30,0202,SNPP,SNPP,n,2,282.72,2.44,N,2
31.64919,9.16929,300.55,0.49,0.65,2021-10-30,0202,SNPP,SNPP,n,2,284.74,0.92,N,0
31.64692,9.17313,304.34,0.5,0.65,2021-10-30,0202,SNPP,SNPP,n,2,284.38,1.12,N,0
33.3633,8.54986,306.53,0.42,0.61,2021-10-30,0202,SNPP,SNPP,n,2,283.97,0.93,N,0
35.8516,8.59224,299.48,0.41,0.45,2021-10-31,0142,SNPP,SNPP,n,2,284.12,0.59,N,2
31.64635,9.17319,314.87,0.54,0.51,2021-10-31,0143,SNPP,SNPP,n,2,284.72,1.23,N,0
31.65012,9.16954,308.13,0.54,0.5,2021-10-31,0143,SNPP,SNPP,n,2,284.27,2.76,N,0
32.28784,10.97589,301.16,0.33,0.55,2021-10-31,0143,SNPP,SNPP,n,2,284.71,0.28,N,2
33.366,8.54946,295.48,0.46,0.47,2021-10-31,0143,SNPP,SNPP,n,2,269.29,0.7,N,0
31.00459,10.06007,297.09,0.62,0.54,2021-10-31,0143,SNPP,SNPP,n,2,281.88,0.82,N,2
36.15919,10.28536,303.16,0.45,0.39,2021-11-01,0123,SNPP,SNPP,n,2,287.57,0.85,N,2
36.59093,10.31935,302.45,0.44,0.38,2021-11-01,0123,SNPP,SNPP,n,2,287.24,1,N,2
33.87363,9.99397,296.35,0.46,0.39,2021-11-01,0124,SNPP,SNPP,n,2,285.17,0.47,N,2
31.6482,9.16943,310.15,0.46,0.39,2021-11-01,0125,SNPP,SNPP,n,2,287.12,0.95,N,0
31.00221,10.05969,301.75,0.52,0.41,2021-11-01,0125,SNPP,SNPP,n,2,284.42,1.24,N,2
33.98856,8.28029,332.19,0.46,0.39,2021-11-01,1243,SNPP,SNPP,n,2,303.34,1.93,D,0
36.77785,8.5498,339,0.51,0.41,2021-11-01,1244,SNPP,SNPP,n,2,297.54,32.84,D,0
35.77631,9.88906,302.68,0.4,0.37,2021-11-02,0105,SNPP,SNPP,n,2,285.74,0.77,N,2
33.52992,9.68325,299.92,0.39,0.36,2021-11-02,0105,SNPP,SNPP,n,2,288.12,0.5,N,0
33.52591,8.89065,302.83,0.4,0.37,2021-11-02,0105,SNPP,SNPP,n,2,288.9,0.29,N,0
36.15882,10.28476,304.6,0.39,0.36,2021-11-02,0105,SNPP,SNPP,n,2,289.51,1.04,N,2
31.39886,10.02166,300.9,0.38,0.36,2021-11-02,0106,SNPP,SNPP,n,2,288.35,0.6,N,2
31.00276,10.06295,309.55,0.38,0.36,2021-11-02,0106,SNPP,SNPP,n,2,287.42,0.66,N,2
32.28941,10.97336,301,0.39,0.36,2021-11-02,0106,SNPP,SNPP,n,2,289.48,0.32,N,2
31.70429,9.24484,304.09,0.39,0.36,2021-11-02,0106,SNPP,SNPP,n,2,288.7,0.57,N,2
31.65024,9.17044,306.42,0.39,0.36,2021-11-02,0106,SNPP,SNPP,n,2,289.69,0.51,N,0
31.64691,9.16977,299.3,0.39,0.36,2021-11-02,0106,SNPP,SNPP,n,2,288.65,0.51,N,0
31.64862,9.17212,337.74,0.39,0.36,2021-11-02,1224,SNPP,SNPP,n,2,306.94,2.07,D,0
36.6776,9.91862,299.22,0.41,0.45,2021-11-03,0046,SNPP,SNPP,n,2,288.22,1.09,N,2
36.67582,9.92026,303.22,0.41,0.45,2021-11-03,0046,SNPP,SNPP,n,2,287.92,0.74,N,0
36.15676,10.28348,299.93,0.38,0.43,2021-11-03,0046,SNPP,SNPP,n,2,288.61,0.54,N,2
31.70273,9.24208,299.58,0.39,0.44,2021-11-03,0047,SNPP,SNPP,n,2,286.95,0.65,N,2
31.64907,9.17087,313.06,0.39,0.44,2021-11-03,0047,SNPP,SNPP,n,2,289.23,1.36,N,0
31.40618,9.85264,298.03,0.53,0.42,2021-11-03,0047,SNPP,SNPP,n,2,286.49,0.74,N,2
35.20453,8.84189,335.72,0.51,0.41,2021-11-03,1206,SNPP,SNPP,n,2,302.69,3.99,D,0
36.61232,10.44373,337.56,0.42,0.38,2021-11-03,1206,SNPP,SNPP,n,2,299.09,4.86,D,0
31.65025,9.17053,328.73,0.36,0.58,2021-11-04,0028,SNPP,SNPP,n,2,288.66,1.96,N,0
33.52914,9.683,308.08,0.35,0.57,2021-11-04,0028,SNPP,SNPP,n,2,288.69,0.6,N,0
31.4002,10.02246,304.39,0.32,0.55,2021-11-04,0028,SNPP,SNPP,n,2,286.37,0.79,N,2
31.39769,10.02147,307.27,0.32,0.55,2021-11-04,0028,SNPP,SNPP,n,2,287.17,0.88,N,2
31.00579,10.05977,314.03,0.32,0.54,2021-11-04,0028,SNPP,SNPP,n,2,285.63,0.76,N,2
31.64894,9.17069,309.75,0.61,0.71,2021-11-04,0208,SNPP,SNPP,n,2,287.05,1.56,N,0
32.29108,10.97848,299.11,0.73,0.76,2021-11-04,0208,SNPP,SNPP,n,2,284.8,0.77,N,0
31.70356,9.24389,295.15,0.61,0.71,2021-11-04,0208,SNPP,SNPP,n,2,284.88,0.65,N,2
31.64669,9.1729,305.29,0.61,0.71,2021-11-04,0208,SNPP,SNPP,n,2,286.7,0.93,N,0
31.70154,9.24252,295.26,0.68,0.74,2021-11-05,0009,SNPP,SNPP,n,2,284.24,0.99,N,2
32.28915,10.97402,295.81,0.55,0.68,2021-11-05,0009,SNPP,SNPP,n,2,284.86,0.44,N,2
31.39744,10.02216,299.42,0.37,0.58,2021-11-05,0150,SNPP,SNPP,n,2,285.78,0.38,N,2
31.70358,9.24528,305.04,0.33,0.55,2021-11-05,0150,SNPP,SNPP,n,2,286.48,0.77,N,2
31.39996,10.02122,301.58,0.37,0.58,2021-11-05,0150,SNPP,SNPP,n,2,286.35,0.5,N,2
31.70562,9.24627,299.83,0.33,0.55,2021-11-05,0150,SNPP,SNPP,n,2,286.52,1.02,N,2
31.64827,9.17181,322.66,0.33,0.55,2021-11-05,0150,SNPP,SNPP,n,2,286.53,0.99,N,0
31.647,9.17204,337.98,0.35,0.57,2021-11-05,1308,SNPP,SNPP,n,2,299.37,1.16,D,0
36.5924,10.3165,295.39,0.51,0.41,2021-11-06,0130,SNPP,SNPP,n,2,284.84,0.73,N,2
31.4011,10.02367,297.38,0.41,0.45,2021-11-06,0131,SNPP,SNPP,n,2,283.94,0.69,N,2
34.96732,10.88266,299.09,0.39,0.36,2021-11-07,0111,SNPP,SNPP,n,2,286.04,0.75,N,0
36.59065,10.31638,303.19,0.38,0.36,2021-11-07,0111,SNPP,SNPP,n,2,288.36,0.52,N,2
35.77486,9.89149,302.33,0.38,0.36,2021-11-07,0111,SNPP,SNPP,n,2,287.04,0.71,N,2
31.70469,9.24327,297.56,0.39,0.36,2021-11-07,0112,SNPP,SNPP,n,2,283.44,0.62,N,2
33.52902,9.68339,303.54,0.39,0.36,2021-11-07,0112,SNPP,SNPP,n,2,281.6,0.78,N,0
32.28948,10.97678,299.64,0.41,0.37,2021-11-07,0112,SNPP,SNPP,n,2,286.02,0.47,N,2
31.64812,9.17351,307.53,0.39,0.36,2021-11-07,0112,SNPP,SNPP,n,2,284.56,0.74,N,0
33.53023,9.68364,303.66,0.48,0.4,2021-11-08,0053,SNPP,SNPP,n,2,279.99,0.98,N,0
31.64876,9.17101,336.53,0.47,0.4,2021-11-08,1211,SNPP,SNPP,n,2,298.06,2.61,D,0
36.15664,10.28605,295.69,0.57,0.52,2021-11-09,0033,SNPP,SNPP,n,2,284.42,0.37,N,2
36.78123,8.54742,306.01,0.36,0.57,2021-11-09,0033,SNPP,SNPP,n,2,282.09,0.71,N,0
36.15894,10.28252,296.31,0.52,0.67,2021-11-10,0014,SNPP,SNPP,n,2,284.56,0.83,N,2
31.64706,9.17183,302.69,0.56,0.69,2021-11-10,0016,SNPP,SNPP,n,2,278.87,1.51,N,0
31.6477,9.17038,306.34,0.56,0.69,2021-11-10,0016,SNPP,SNPP,n,2,279.35,1.03,N,0
36.50268,10.02757,299.52,0.34,0.56,2021-11-10,0155,SNPP,SNPP,n,2,284.49,0.37,N,2
33.87374,9.99391,296.08,0.4,0.6,2021-11-10,0155,SNPP,SNPP,n,2,282.76,0.64,N,2
31.64778,9.17463,296.05,0.41,0.6,2021-11-10,0156,SNPP,SNPP,n,2,278.93,1.01,N,0
